0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,8
0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,211,0,0,0,0,0,0,0,0,0
0,1,0,4,0,0,16,0,0,0,47,6,10,0,0,5,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
0,0,0,0,27,0,0,0,0,0,7,0,0,0,0,1,0,0,0,4
13,12,16,5,0,0,0,0,0,0,14,1,0,0,0,10,0,0,41,54
4,0,0,12,0,0,0,0,0,0,9,0,10,3,0,11,21,0,0,43
2,0,0,12,0,0,0,0,0,0,17,0,3,0,0,12,12,0,0,46
0,9,58,0,68,0,0,0,0,0,37,4,134,8,0,0,42,0,41,123
22,12,7,1,1,5,4,4,0,14,11,1,0,0,18,0,1,0,29,13
0,31,20,0,43,10,26,42,0,37,32,8,15,14,28,22,0,22,101,50
0,1,0,0,0,0,32,35,40,24,5,0,3,7,0,4,0,97,37,68
0,0,0,0,0,0,5,0,15,0,14,24,0,0,0,0,4,1,279,151
9,0,0,17,0,0,0,30,0,1,5,0,1,0,0,28,0,70,0,29
13,0,18,2,0,3,0,1,28,0,25,21,11,21,1,0,12,1,10,0
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,4
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,2,0,3,0,3,2,0,0,0,0,0,0,0,1
40,0,9,0,8,33,0,0,27,81,0,0,57,0,9,17,15,81,232,106
0,2,26,41,0,19,41,26,39,3,55,13,32,26,5,12,29,3,18,74
0,1,8,7,2,0,0,0,0,10,21,0,0,19,0,0,0,10,12,20
0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,52
0,3,3,1,0,0,4,5,0,9,5,0,1,1,0,0,0,6,22,13
0,0,1,2,1,0,0,7,1,0,2,1,0,0,2,0,3,2,5,8
82,0,0,0,0,161,23,0,55,27,0,3,26,0,0,0,1,22,58,11
0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,1,0,0,0
21,10,0,1,0,27,2,0,4,2,0,0,0,4,48,3,0,15,0,0
0,0,0,1,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,10
2,9,0,0,0,0,7,0,0,2,24,0,18,0,0,0,6,0,0,12
0,0,0,0,0,0,33,0,3,15,31,0,0,1,0,0,0,0,0,0
28,8,37,0,1,23,0,2,1,23,20,0,0,0,37,0,32,31,28,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8
15,7,0,1,0,0,0,1,0,0,0,0,0,0,10,0,0,33,0,0
0,0,0,1,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
0,7,7,0,0,0,20,16,0,0,0,0,0,0,0,0,0,4,2,26
0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,1
1,0,0,4,0,7,0,1,0,0,21,0,2,0,9,1,0,1,0,1
0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0
0,8,5,0,1,5,0,0,16,23,31,0,0,1,11,11,7,0,42,9
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,8
0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0
0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,0,0,0,2,6,0,1,1,1,0,0,0,0,0,0,0,5,5
3,3,2,1,0,3,0,13,2,0,0,0,2,0,0,0,0,6,0,10
41,30,23,0,51,17,0,10,0,170,8,1,64,2,0,18,0,310,390,73
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
0,0,5,0,0,4,0,0,0,8,0,0,0,2,0,0,0,1,0,10
0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,1
2,24,0,0,0,0,2,3,0,3,17,0,0,0,4,0,2,16,6,0
0,0,0,2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,13,7
0,0,59,3,36,0,11,0,0,58,0,0,99,0,83,0,0,32,56,84
0,0,0,8,0,10,0,0,0,53,0,2,0,0,5,0,0,40,217,46
0,9,25,0,28,0,0,0,0,1,0,0,4,0,2,6,0,0,28,37
12,0,0,7,42,1,0,0,10,56,22,0,0,0,0,0,0,0,236,106
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
0,0,0,11,0,4,0,0,0,0,13,0,1,0,0,0,0,9,0,23
9,0,28,0,11,0,0,0,8,23,13,3,14,1,0,12,2,7,45,46
29,0,0,52,44,4,0,18,0,54,60,0,3,0,53,41,0,38,95,31
10,40,137,0,14,0,0,130,1,34,131,0,0,0,0,0,7,11,197,141
20,8,23,0,18,0,0,0,5,20,109,0,0,0,0,0,0,25,219,123
0,165,0,1,0,116,1,123,0,728,114,3,0,0,0,72,118,4,47,102
1,25,0,3,33,4,6,0,0,2,45,7,5,14,0,6,3,0,210,19
0,15,0,0,0,22,0,5,0,25,6,0,0,0,0,0,0,14,86,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,60,1,34,0,1,0,0,1,10,0,0,32
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,13,0,0,0
3,1,0,14,0,15,0,0,7,0,0,6,0,21,10,25,4,0,1,11
261,39,73,245,77,41,0,74,0,0,0,1,162,52,287,52,10,112,16,80
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,7,0,1,38,0,0,0,29,2,4,0,0,0,14,10,16,0
7,0,0,24,3,0,10,0,0,0,0,0,1,2,0,1,6,0,1,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,8,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,1
1,0,0,0,0,0,2,5,0,0,0,0,0,0,4,0,0,2,0,0
24,20,8,10,10,25,0,3,0,0,5,0,6,6,95,9,0,21,0,15
16,24,0,0,0,0,15,0,0,30,0,0,0,0,0,0,5,0,54,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,22,28,0,0,0,0,0,0,5,1,0,37,0,0,0,0,0,0,123
0,13,9,4,16,0,0,32,7,0,8,23,13,1,0,0,0,16,0,36
0,0,33,4,0,12,2,27,0,36,31,0,0,0,0,0,45,8,0,33
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0
77,52,42,34,33,56,0,20,35,69,23,0,96,28,57,69,20,92,152,87
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,13,0,0,3,0,0,0,0,1,2,0,3,0,0,0,2
0,1,0,0,0,1,0,0,0,0,47,0,4,0,0,16,89,8,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,2,2
0,9,13,0,0,0,0,46,3,0,67,0,0,0,41,0,0,12,0,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,0,19,53,83,134,0,8,0,57,71,0,32,0,116,50,42,56,104,123
6,0,1,12,0,14,3,7,10,0,1,0,0,0,4,9,0,0,37,0
0,48,27,14,25,37,14,19,0,49,49,1,44,16,4,31,0,20,107,60
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,15,4,22,0,0,0,0,4,23,0,73,101
14,21,14,8,28,31,0,0,0,64,0,1,1,0,0,13,0,40,488,59
19,1,0,13,1,4,0,22,0,37,0,0,5,7,0,9,0,0,101,19
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
25,22,15,0,28,0,1,0,0,44,0,0,34,11,39,11,14,34,144,42
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
43,0,17,55,41,75,27,29,17,5,46,12,51,2,100,44,28,42,62,85
10,0,0,0,0,0,0,0,1,0,2,7,0,0,27,3,0,1,0,11
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,2,15,1,23,1,1,0,0,51,37,0,0,0,23,0,0,34,45,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,11,4,0,3,4,0,9,0,1,0,21,0,3,16,32,4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,64,33,71,49,29,7,8,3,77,21,0,0,0,84,0,0,18,168,0
27,0,0,8,2,0,13,0,0,2,0,0,12,0,14,0,7,15,0,25
0,5,0,1,0,0,0,0,0,6,28,8,7,0,46,2,0,36,69,75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2,0,0,0,21,0,0,0,0,0,2,47,1,1,19,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,58,0,0,1,0,22,0,16,0,0,0,0,1,14,0,0,47,89,12
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,13
15,0,0,1,6,0,0,0,8,4,22,3,0,0,12,0,0,12,0,0
0,0,24,0,0,30,7,12,3,0,4,0,4,5,23,0,0,25,34,31
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0
4,7,1,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,35,0
0,0,0,7,0,0,0,0,0,3,20,0,0,0,9,0,0,0,2,1
0,0,0,0,92,0,0,0,1,0,330,1,0,0,0,0,1,0,92,214
0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,0,0,2,0,0,0,1,0,0,0,0,1,4,0,0,0,0,14
0,0,0,0,149,0,0,0,0,12,58,30,32,5,25,0,45,0,55,1
0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,3,1,4,0
0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0
40,2,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,33
0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,5,0,3,0,0,0,3,1,13,0,2,13,6,6,9,4
0,22,0,0,0,0,29,0,0,18,7,0,10,0,0,9,6,3,0,5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
0,3,0,18,18,37,11,0,2,3,9,11,0,2,0,16,41,24,38,1
3,27,0,43,0,0,0,8,0,0,24,0,0,0,0,2,2,22,53,0
0,3,0,0,0,0,5,0,0,0,0,9,0,0,0,38,8,0,0,104
0,1,0,0,6,0,0,1,0,0,0,0,0,2,1,0,0,0,0,10
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,3
0,3,0,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,4,3,0,3,3,0,0,0,15,6,0,3,0,0,2,2,12,22,0
0,13,0,0,0,4,0,0,4,4,1,0,7,0,15,6,0,21,64,17
0,0,0,0,0,0,16,21,0,26,11,0,2,4,6,0,1,4,27,12
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5
0,0,1,0,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0
16,0,1,3,10,0,0,5,5,0,5,1,1,2,0,8,0,0,1,9
0,0,0,0,2,4,5,2,0,1,0,0,0,0,0,0,0,0,0,8
35,0,0,0,0,18,0,1,9,1,2,0,27,0,59,0,0,0,25,0
18,0,2,23,24,0,0,0,0,0,5,0,0,0,10,0,0,0,0,4
0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,4
37,8,20,62,54,51,1,15,0,0,17,14,49,1,72,16,0,0,58,47
37,0,35,32,55,51,7,2,0,52,102,0,0,0,45,1,2,46,297,82
0,0,0,0,0,8,13,0,0,0,25,0,0,1,53,1,0,35,82,40
0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,3,5,25,0
0,0,6,0,0,0,10,0,0,0,0,13,0,0,9,0,11,0,0,0
0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0
9,0,0,4,1,12,1,1,0,0,8,0,10,0,2,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1
0,0,6,0,0,0,0,0,0,1,23,5,11,2,0,0,15,11,7,0
0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,0,0,0,0,0
15,20,0,0,8,13,11,0,10,0,20,0,0,0,19,0,0,31,49,20
0,0,0,7,7,4,0,0,0,2,12,0,4,0,40,0,15,0,0,1
1,0,0,0,0,1,2,0,1,5,1,1,0,0,0,0,0,0,8,5
0,0,0,5,1,0,0,3,0,16,0,2,0,0,0,0,13,0,0,6
30,6,0,31,19,97,29,12,0,42,52,7,38,0,76,21,24,27,36,57
0,0,0,0,0,0,0,0,0,0,28,0,0,2,0,0,0,0,14,0
0,0,2,0,0,1,10,0,5,9,18,0,0,0,0,0,9,0,1,1
0,0,0,10,0,0,11,0,0,12,0,0,3,0,0,0,1,0,30,0
11,0,12,1,1,17,3,0,0,18,28,0,7,12,25,18,6,13,0,0
0,1,1,0,0,0,3,0,0,4,1,0,6,0,0,0,0,0,0,0
0,0,0,0,0,0,13,0,0,0,123,0,0,0,0,0,6,0,0,22
32,38,8,23,13,44,14,18,0,0,23,7,27,4,102,29,22,119,17,37
0,0,6,0,0,0,2,4,0,0,1,0,0,0,0,0,2,0,4,17
0,0,2,0,0,0,0,2,0,0,2,0,2,0,6,0,0,3,0,0
1,92,0,4,1,0,8,0,0,7,0,0,10,0,0,0,14,0,0,18
6,3,9,0,13,27,0,0,3,1,0,2,0,13,0,0,0,9,11,3
15,0,0,11,0,4,22,0,7,0,92,1,1,0,26,7,13,0,23,50
6,8,0,0,1,0,0,0,0,0,10,0,6,0,0,0,0,13,56,16
0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,499
4,0,0,0,0,0,0,0,3,2,3,11,0,0,0,0,0,4,4,6
0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,13,0,10,0,0,11,3,0,31,10,0,0,0,11,0,0,2,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,5,0,0,0,0,15,1,0,27,7,0,0,0,0,0,0,18,64,0
0,9,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,2
7,2,0,0,0,2,6,0,9,0,2,8,0,0,1,0,0,6,12,15
0,1,0,3,0,10,0,0,0,0,10,4,3,0,3,3,4,4,13,0
0,2,0,0,0,12,0,6,0,5,9,0,0,0,0,0,0,7,11,0
0,0,0,0,0,3,17,3,14,16,2,0,0,18,8,6,13,0,0,12
4,0,15,29,0,34,0,16,0,19,27,0,32,0,16,4,4,8,20,23
4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,99
15,18,23,0,56,22,12,0,0,116,0,0,134,0,41,12,36,49,66,88
0,0,2,2,0,0,2,36,0,159,24,0,0,0,0,0,26,0,0,22
1,2,0,0,0,0,19,1,2,0,3,0,0,0,0,0,16,0,6,31
0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
0,82,0,0,0,254,2,0,0,163,0,0,0,0,91,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2
8,6,6,2,20,13,0,0,0,1,11,0,0,7,14,21,5,55,6,17
0,0,0,1,0,4,0,0,0,69,9,0,0,0,0,0,0,0,2,0
0,0,14,0,10,19,0,0,9,8,0,0,23,6,8,0,0,18,0,0
0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,0,10,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,2,0,0,0,0,0,0,0,22,1,0,1,0,0,0,0,0,8,11
0,0,1,4,0,0,0,0,0,25,1,0,0,0,3,0,0,0,0,10
0,0,21,0,5,3,19,0,1,18,38,0,0,0,24,0,27,0,1,0
0,0,0,0,0,5,13,11,0,8,12,0,0,0,20,0,16,0,41,0
103,0,6,18,38,0,23,7,0,83,14,3,0,0,140,79,0,53,187,31
50,26,42,133,59,0,0,0,0,25,16,0,62,0,78,0,0,236,74,14
1,18,0,0,9,19,0,4,13,12,37,0,16,0,15,9,4,32,45,16
0,6,0,5,2,1,0,0,0,10,10,0,2,0,0,0,4,0,0,1
0,0,8,10,0,0,17,1,1,0,23,0,0,2,0,0,4,0,0,0
0,0,26,0,3,0,0,5,1,9,25,0,11,0,17,0,24,11,0,3
28,5,0,3,0,0,5,0,0,0,49,0,0,0,0,2,75,10,52,0
0,0,0,9,11,0,0,0,0,20,0,0,0,0,2,0,6,0,11,0
0,0,1,1,0,1,3,1,2,10,11,0,0,0,0,5,0,0,5,0
0,13,1,8,0,0,12,1,4,22,0,0,2,1,13,0,0,16,55,31
44,0,9,9,0,5,29,25,0,158,30,0,63,0,0,113,0,13,0,15
0,0,0,0,0,0,5,3,0,15,0,0,1,0,22,8,0,0,26,16
29,2,0,10,0,25,9,0,0,6,0,0,24,0,15,0,11,2,7,0
30,0,0,4,0,57,0,0,0,0,25,0,0,0,26,41,0,14,99,0
0,44,0,0,0,57,0,14,0,113,0,0,0,0,0,0,0,0,0,4
17,22,0,0,6,36,0,8,0,0,11,0,0,0,28,0,0,11,54,0
8,0,7,0,12,18,0,0,3,49,0,0,0,0,0,0,0,0,1,0
24,0,10,18,6,0,18,2,0,2,25,3,1,0,0,13,20,9,27,5
2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,9
0,0,3,0,31,2,0,0,6,0,0,0,0,0,0,0,0,9,0,4
5,0,0,0,6,0,8,0,0,10,0,0,0,0,0,0,0,0,0,19
1,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,8,4,21,21
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11
4,14,0,2,0,0,0,0,3,0,20,0,0,0,0,0,0,65,70,0
49,0,19,60,22,0,0,0,0,100,0,0,0,28,2,15,38,2,252,20
49,31,0,0,0,0,35,272,0,11,52,101,0,18,236,0,18,0,224,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,11
0,0,0,0,0,10,0,1,0,7,0,0,0,3,32,1,0,0,3,3
98,126,52,195,47,0,0,0,0,12,0,0,7,18,311,23,0,197,163,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,1,16,4,0,1,1,0,0,0,0,0,8,0,0,12
3,8,0,1,0,0,4,5,0,0,1,1,0,2,0,0,0,5,0,15
0,6,0,6,6,4,7,0,9,3,14,0,0,0,21,13,20,5,0,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,30,3
13,9,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,9,15,6
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,4
32,37,9,23,38,50,14,0,0,1,36,1,0,0,81,5,28,23,102,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4
0,20,0,0,0,3,2,0,0,3,14,0,0,5,21,0,0,22,26,18
0,0,7,9,8,13,0,24,0,13,4,2,0,6,0,6,18,27,39,14
0,0,0,2,0,0,7,0,0,10,0,0,0,0,0,0,5,0,0,5
9,0,0,2,0,19,5,0,0,0,0,6,0,9,18,0,0,0,0,0
0,2,32,46,33,18,0,0,3,0,10,7,0,0,17,1,0,0,105,0
0,9,20,23,2,3,0,0,0,28,2,0,13,0,17,1,0,32,1,0
0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,0,0,1,0,0,8,2,0,25,20,0,0,0,21,4,1,0,0,31
11,0,0,0,0,0,17,2,0,21,0,0,7,1,12,2,0,9,10,32
0,0,0,1,6,0,0,0,0,0,5,0,0,0,0,1,6,0,0,8
5,23,1,0,5,118,0,0,0,0,1,0,0,0,333,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7
0,0,0,0,0,0,2,0,2,1,0,0,0,0,8,0,6,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,8,0,9,0,0,2,0,0,112,6,0,0,0,0,0,8,0,46
37,9,2,12,12,61,13,0,5,42,27,20,0,0,58,1,0,8,36,25
65,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,14,0,2
0,1,0,219,0,0,0,0,0,0,1,0,45,1,10,0,0,517,59,0
0,0,0,0,3,0,0,0,6,1,3,0,8,7,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
9,0,13,6,0,0,42,61,1,0,2,0,1,9,0,0,59,2,0,30
0,0,3,0,0,0,0,2,0,0,3,0,0,1,0,2,0,0,0,18
0,0,0,2,0,113,24,0,0,0,0,19,0,1,38,0,5,141,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,12,0,0,3,21,2,2,2,30,21
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
1,2,4,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,2,10,0,9,5,0,0,1,0,0,0,0,0,11,32
5,0,7,0,10,3,0,0,7,13,0,0,1,14,27,0,0,0,32,38
